House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
114,Dove Harbor,Marilyn,Harding,45,Head,Married,Female,Mining engineer,Not Specified,Not Specified,"(40, 50]"
114,Dove Harbor,Kyle,Harding,47,Husband,Married,Male,Economist,Not Specified,Not Specified,"(40, 50]"
115,Dove Harbor,Albert,Green,63,Head,Single,Male,Equality and diversity officer,Not Specified,Methodist,"(60, 70]"
116,Dove Harbor,William,Bryant,24,Head,Single,Male,Physiological scientist, ,Christian,"(17, 30]"
116,Dove Harbor,Olivia,Marshall,40,Not Specified,Single,Female,"Production designer, theatre/television/film",Not Specified,Sikh,"(30, 40]"
116,Dove Harbor,Christopher,Banks,21,Not Specified,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
117,Dove Harbor,Melissa,Clarke,19,Head,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
118,Dove Harbor,Marian,Pollard,37,Head,Single,Female,Company secretary,Not Specified,Christian,"(30, 40]"
118,Dove Harbor,Ben,Cooper,35,Partner,Single,Male,Lexicographer,Not Specified,Christian,"(30, 40]"
118,Dove Harbor,Marc,Pollard,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
119,Dove Harbor,Adrian,Ward,38,Head,Married,Male,Unemployed,Not Specified,Catholic,"(30, 40]"
119,Dove Harbor,Paula,Ward,31,Wife,Married,Female,"Engineer, automotive",Not Specified,Not Specified,"(30, 40]"
119,Dove Harbor,Teresa,Collier,35,Visitor,Single,Female,Metallurgist,Not Specified,Methodist,"(30, 40]"
120,Dove Harbor,Rosemary,Baker,33,Head,Single,Female,Counsellor,Not Specified,Jewish,"(30, 40]"
120,Dove Harbor,Dean,Baker,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
121,Dove Harbor,Grace,Mitchell,73,Head,Divorced,Female,Retired Public librarian,Not Specified,Christian,"(70, 80]"
122,Dove Harbor,Eileen,Carter,19,Head,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
123,Dove Harbor,Caroline,Cook,18,Head,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
123,Dove Harbor,Stuart,Parker,20,Not Specified,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
124,Dove Harbor,Josephine,McKenzie,40,Head,Married,Female,Prison officer,Not Specified,Catholic,"(30, 40]"
124,Dove Harbor,Neil,McKenzie,41,Husband,Married,Male,Textile designer,Not Specified,Catholic,"(40, 50]"
125,Dove Harbor,Eileen,Wheeler,39,Head,Single,Female,Ergonomist,Not Specified,Catholic,"(30, 40]"
125,Dove Harbor,Louis,Hardy,45,Partner,Single,Male,Ship broker,Not Specified,Catholic,"(40, 50]"
126,Dove Harbor,Hilary,Edwards,41,Head,Married,Female,"Administrator, Civil Service",Not Specified,Not Specified,"(40, 50]"
126,Dove Harbor,Adrian,Edwards,45,Husband,Married,Male,Radio producer,Not Specified,Not Specified,"(40, 50]"
127,Dove Harbor,Ellie,Wright,40,Head,Single,Female,"Education officer, museum",Not Specified,Catholic,"(30, 40]"
128,Dove Harbor,Kelly,Khan,81,Head,Married,Female,Retired Publishing rights manager,Not Specified,Christian,"(80, 90]"
128,Dove Harbor,Brett,Khan,83,Husband,Married,Male,Retired Industrial buyer,Not Specified,Not Specified,"(80, 90]"
129,Dove Harbor,Phillip,Wood,21,Head,Single,Male,University Student,Not Specified,Catholic,"(17, 30]"
129,Dove Harbor,Dominic,Cole,42,Not Specified,Single,Male,Nature conservation officer,Not Specified,Not Specified,"(40, 50]"
129,Dove Harbor,Jordan,Carter,41,Not Specified,Single,Male,Sports coach,Not Specified,Not Specified,"(40, 50]"
130,Dove Harbor,Catherine,Oliver,104,Head,Divorced,Female,Retired Agricultural consultant,Not Specified,Methodist,
131,Dove Harbor,Anne,Barber,35,Head,Single,Female,Publishing rights manager,Not Specified,Not Specified,"(30, 40]"
132,Dove Harbor,Dean,Evans,67,Head,Married,Male,Unemployed,Not Specified,Christian,"(60, 70]"
132,Dove Harbor,Rachael,Evans,64,Wife,Married,Female,Sport and exercise psychologist,Not Specified,Not Specified,"(60, 70]"
133,Dove Harbor,Teresa,Byrne,28,Head,Married,Female,Optometrist,Not Specified,Not Specified,"(17, 30]"
133,Dove Harbor,Sam,Byrne,30,Husband,Married,Male,Magazine features editor,Not Specified,Not Specified,"(17, 30]"
134,Dove Harbor,Fiona,Johnson,33,Head,Married,Female,Armed forces training and education officer,Not Specified,Christian,"(30, 40]"
134,Dove Harbor,Lee,Johnson,35,Husband,Married,Male,Product manager,Not Specified,Christian,"(30, 40]"
134,Dove Harbor,Eleanor,Smith-Johnson,13,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
135,Dove Harbor,Dorothy,Morris,25,Head,Married,Female,Hospital pharmacist,Not Specified,Christian,"(17, 30]"
135,Dove Harbor,Jake,Morris,27,Husband,Married,Male,Clinical biochemist,Not Specified,Christian,"(17, 30]"
136,Dove Harbor,Dawn,Ellis,32,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",Not Specified,Methodist,"(30, 40]"
136,Dove Harbor,Reece,Ellis,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
137,Dove Harbor,Marcus,Harris,49,Head,Married,Male,"Civil engineer, consulting",Not Specified,Not Specified,"(40, 50]"
137,Dove Harbor,Melissa,Harris,49,Wife,Married,Female,Financial trader,Not Specified,Not Specified,"(40, 50]"
138,Dove Harbor,Reece,Jones,54,Head,Single,Male,Operational researcher,Not Specified,Christian,"(50, 60]"
139,Dove Harbor,Eric,Conway,67,Head,Married,Male,Television production assistant,Not Specified,Christian,"(60, 70]"
139,Dove Harbor,Annette,Conway,67,Wife,Married,Female,"Scientist, water quality",Not Specified,Not Specified,"(60, 70]"
140,Dove Harbor,Christopher,Shaw,73,Head,Married,Male,Retired Occupational psychologist,Not Specified,Muslim,"(70, 80]"
140,Dove Harbor,Hannah,Shaw,72,Wife,Married,Female,"Retired Buyer, industrial",Not Specified,Not Specified,"(70, 80]"
141,Dove Harbor,Gavin,Davidson,30,Head,Single,Male,Fast food restaurant manager,Not Specified,Catholic,"(17, 30]"
142,Dove Harbor,Naomi,Houghton,40,Head,Married,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
142,Dove Harbor,Daniel,Houghton,43,Husband,Married,Male,"Radiographer, diagnostic",Not Specified,Not Specified,"(40, 50]"
143,Dove Harbor,Kieran,Patterson,30,Head,Single,Male,Medical sales representative,Not Specified,Methodist,"(17, 30]"
144,Dove Harbor,Colin,Skinner,18,Head,Single,Male,Student,Not Specified,Not Specified,"(17, 30]"
145,Dove Harbor,Lindsey,Bailey,28,Head,Single,Female,Unemployed,Not Specified,Methodist,"(17, 30]"
145,Dove Harbor,Christopher,Bailey,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
145,Dove Harbor,Amy,Bailey,3,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
146,Dove Harbor,Zoe,Cooper,49,Head,Divorced,Female,"Scientist, biomedical",Not Specified,Not Specified,"(40, 50]"
147,Dove Harbor,Louise,Kirby,54,Head,Single,Female,Facilities manager,Not Specified,Christian,"(50, 60]"
148,Dove Harbor,Barbara,Morley,35,Head,Married,Female,Research scientist (physical sciences),Not Specified,Not Specified,"(30, 40]"
148,Dove Harbor,Jay,Morley,35,Husband,Married,Male,Illustrator,Not Specified,Not Specified,"(30, 40]"
148,Dove Harbor,Natasha,Morley,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
149,Dove Harbor,Nicola,Stewart,31,Head,Single,Female,"Designer, furniture",Not Specified,Catholic,"(30, 40]"
150,Dove Harbor,Jamie,Francis,73,Head,Widowed,Male,"Retired Engineer, broadcasting (operations)",Not Specified,Christian,"(70, 80]"
151,Dove Harbor,Mary,Gallagher,70,Head,Widowed,Female,Retired Office manager,Not Specified,Christian,"(60, 70]"
152,Dove Harbor,Lynn,Johnson,52,Head,Single,Female,Unemployed,Not Specified,Christian,"(50, 60]"
153,Dove Harbor,Josephine,Cooper,43,Head,Single,Female,Clothing/textile technologist,Not Specified,Not Specified,"(40, 50]"
154,Dove Harbor,June,Harrison,34,Head,Single,Female,Sub,Not Specified,Catholic,"(30, 40]"
155,Dove Harbor,Joe,Page,43,Head,Married,Male,Field seismologist,Not Specified,Not Specified,"(40, 50]"
155,Dove Harbor,Aimee,Page,41,Wife,Married,Female,"Designer, jewellery",Not Specified,Not Specified,"(40, 50]"
156,Dove Harbor,Anne,Ryan,33,Head,Single,Female,Occupational therapist,Not Specified,Not Specified,"(30, 40]"
157,Dove Harbor,Stewart,Williams,84,Head,Married,Male,Retired Recycling officer,Not Specified,Not Specified,"(80, 90]"
157,Dove Harbor,Nicole,Williams,82,Wife,Married,Female,"Retired Therapist, art",Not Specified,Not Specified,"(80, 90]"
158,Dove Harbor,Maureen,Ryan,44,Head,Single,Female,Insurance risk surveyor,Not Specified,Not Specified,"(40, 50]"
159,Dove Harbor,Vanessa,Griffiths,79,Head,Widowed,Female,Retired Dancer,Not Specified,Not Specified,"(70, 80]"
160,Dove Harbor,Stewart,Bryant,35,Head,Married,Male,"Designer, industrial/product",Not Specified,Christian,"(30, 40]"
160,Dove Harbor,Rosie,Bryant,35,Wife,Married,Female,Comptroller,Not Specified,Christian,"(30, 40]"
161,Dove Harbor,Damien,O'Brien,29,Head,Widowed,Male,Holiday representative,Not Specified,Sikh,"(17, 30]"
162,Dove Harbor,Craig,Thompson,73,Head,Divorced,Male,Retired Product designer,Not Specified,Christian,"(70, 80]"
163,Dove Harbor,Dominic,Kelly,18,Head,Single,Male,Student,Not Specified,Not Specified,"(17, 30]"
164,Dove Harbor,Adam,Bird,52,Head,Widowed,Male,Actuary,Not Specified,Christian,"(50, 60]"
165,Dove Harbor,Heather,Jones,85,Head,Widowed,Female,"Retired Lighting technician, broadcasting/film/video",Not Specified,Not Specified,"(80, 90]"
166,Dove Harbor,Debra,Baker-Johnson,64,Head,Divorced,Female,Equality and diversity officer,Not Specified,Christian,"(60, 70]"
166,Dove Harbor,Megan,Baker-Johnson,20,Daughter,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
166,Dove Harbor,Kayleigh,Baker-Johnson,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
167,Dove Harbor,Callum,Jenkins,81,Head,Divorced,Male,"Retired Scientist, product/process development",Not Specified,Christian,"(80, 90]"
168,Dove Harbor,Elaine,Kirk,39,Head,Married,Female,Product manager,Not Specified,Methodist,"(30, 40]"
168,Dove Harbor,Matthew,Kirk,42,Husband,Married,Male,Claims inspector/assessor,Not Specified,Not Specified,"(40, 50]"
168,Dove Harbor,Joanna,Kirk,8,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
169,Dove Harbor,Stacey,Holmes,42,Head,Married,Female,"Engineer, land",Not Specified,Christian,"(40, 50]"
169,Dove Harbor,Phillip,Holmes,47,Husband,Married,Male,Advertising art director,Not Specified,Not Specified,"(40, 50]"
170,Dove Harbor,Louise,Walsh,23,Head,Divorced,Female,"Horticulturist, commercial",Not Specified,Not Specified,"(17, 30]"
171,Dove Harbor,Judith,Parsons,38,Head,Divorced,Female,"Teacher, special educational needs",Not Specified,Not Specified,"(30, 40]"
172,Dove Harbor,Danielle,Rowley,58,Head,Single,Female,Unemployed,Not Specified,Christian,"(50, 60]"
172,Dove Harbor,Rhys,Powell-Rowley,15,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
173,Dove Harbor,Darren,Burrows,21,Head,Married,Male,University Student,Not Specified,Not Specified,"(17, 30]"
173,Dove Harbor,Geraldine,Burrows,21,Wife,Married,Female,University Student,Not Specified,Not Specified,"(17, 30]"
174,Dove Harbor,Luke,Woods,75,Head,Divorced,Male,Retired Furniture designer,Not Specified,Methodist,"(70, 80]"
175,Dove Harbor,Dylan,Cooper,45,Head,Divorced,Male,Museum/gallery curator,Not Specified,Christian,"(40, 50]"
176,Dove Harbor,Damian,Willis,20,Head,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
177,Dove Harbor,Christine,Richards,68,Head,Divorced,Female,"Retired Designer, television/film set",Not Specified,Not Specified,"(60, 70]"
178,Dove Harbor,Mohammad,Simpson,98,Head,Divorced,Male,Retired Manufacturing engineer,Not Specified,Catholic,"(90, 100]"
179,Dove Harbor,Wayne,Morgan,89,Head,Divorced,Male,"Retired Teacher, early years/pre",Not Specified,Methodist,"(80, 90]"
180,Dove Harbor,Maureen,Peacock,27,Head,Single,Female,Sports therapist,Not Specified,Methodist,"(17, 30]"
181,Dove Harbor,Carl,Singh,24,Head,Widowed,Male,Teaching laboratory technician,Not Specified,Catholic,"(17, 30]"
182,Dove Harbor,Declan,Morris,59,Head,Single,Male,Unemployed,Not Specified,Christian,"(50, 60]"
182,Dove Harbor,Damian,Wilson,43,Not Specified,Single,Male,"Engineer, civil (consulting)",Not Specified,Not Specified,"(40, 50]"
183,Dove Harbor,Mohammed,Davies,56,Head,Divorced,Male,"Conservation officer, historic buildings",Not Specified,Methodist,"(50, 60]"
184,Dove Harbor,Nicola,Thompson,47,Head,Married,Female,"Optician, dispensing",Not Specified,Not Specified,"(40, 50]"
184,Dove Harbor,Jeremy,Thompson,49,Husband,Married,Male,Interpreter,Not Specified,Not Specified,"(40, 50]"
184,Dove Harbor,David,Chambers-Thompson,16,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
185,Dove Harbor,Kimberley,Jennings,44,Head,Single,Female,"Scientist, research (maths)",Not Specified,Not Specified,"(40, 50]"
186,Dove Harbor,Sandra,Hughes,39,Head,Divorced,Female,Water engineer,Not Specified,Not Specified,"(30, 40]"
186,Dove Harbor,Conor,Hughes,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
187,Dove Harbor,Clifford,Price,89,Head,Married,Male,Retired Brewing technologist,Not Specified,Catholic,"(80, 90]"
187,Dove Harbor,Harriet,Price,87,Wife,Married,Female,Retired Advice worker,Not Specified,Not Specified,"(80, 90]"
188,Dove Harbor,Elizabeth,Harrison,37,Head,Single,Female,Forest/woodland manager,Not Specified,Sikh,"(30, 40]"
189,Dove Harbor,Hilary,Patel,79,Head,Married,Female,Retired Housing manager/officer,Not Specified,Christian,"(70, 80]"
189,Dove Harbor,Jason,Patel,87,Husband,Married,Male,Retired Petroleum engineer,Not Specified,Not Specified,"(80, 90]"
189,Dove Harbor,Declan,Ross-Patel,10,Grandson,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
190,Dove Harbor,Mohammad,Robinson,69,Head,Widowed,Male,Retired Advice worker,Not Specified,Methodist,"(60, 70]"
191,Dove Harbor,Frederick,Doyle,27,Head,Single,Male,Writer,Not Specified,Methodist,"(17, 30]"
192,Dove Harbor,Nathan,Foster,37,Head,Single,Male,"Administrator, Civil Service",Not Specified,Catholic,"(30, 40]"
193,Dove Harbor,Glenn,Jackson,86,Head,Divorced,Male,Retired Senior tax professional/tax inspector,Not Specified,Not Specified,"(80, 90]"
194,Dove Harbor,Holly,Holmes,39,Head,Single,Female,Oceanographer,Not Specified,Methodist,"(30, 40]"
195,Dove Harbor,Alexander,Goodwin,51,Head,Married,Male,Immigration officer,Not Specified,Methodist,"(50, 60]"
195,Dove Harbor,Grace,Goodwin,48,Wife,Married,Female,"Development worker, community",Not Specified,Methodist,"(40, 50]"
195,Dove Harbor,Chelsea,Goodwin,22,Daughter,Single,Female,University Student,Not Specified,Methodist,"(17, 30]"
196,Dove Harbor,Cameron,Francis,71,Head,Widowed,Male,Retired Academic librarian,Not Specified,Christian,"(70, 80]"
197,Dove Harbor,Tracy,Summers,33,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
197,Dove Harbor,Patrick,Summers,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
198,Dove Harbor,Brandon,Cox,64,Head,Single,Male,Unemployed,Not Specified,Christian,"(60, 70]"
199,Dove Harbor,Kayleigh,Taylor,74,Head,Widowed,Female,"Retired Nurse, children's",Not Specified,Christian,"(70, 80]"
200,Dove Harbor,Ricky,Shaw,65,Head,Divorced,Male,Site engineer,Not Specified,Christian,"(60, 70]"
201,Dove Harbor,Marie,Morgan,64,Head,Single,Female,Sports administrator,Not Specified,Methodist,"(60, 70]"
202,Dove Harbor,Timothy,Hughes,68,Head,Divorced,Male,"Retired Surveyor, building",Not Specified,Christian,"(60, 70]"
203,Dove Harbor,Eric,Jarvis,53,Head,Married,Male,Transport planner,Not Specified,Christian,"(50, 60]"
203,Dove Harbor,Natalie,Jarvis,52,Wife,Married,Female,Geophysical data processor,Not Specified,Christian,"(50, 60]"
204,Dove Harbor,Danny,Palmer,24,Head,Divorced,Male,Landscape architect,Not Specified,Not Specified,"(17, 30]"
204,Dove Harbor,Harriet,Palmer,1,Neice,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
205,Dove Harbor,Lorraine,Howell,36,Head,Married,Female,Manufacturing engineer,Not Specified,Not Specified,"(30, 40]"
205,Dove Harbor,Simon,Howell,38,Husband,Married,Male,Bonds trader,Not Specified,Not Specified,"(30, 40]"
206,Dove Harbor,Amber,Burton,68,Head,Widowed,Female,Retired Environmental consultant,Not Specified,Not Specified,"(60, 70]"
206,Dove Harbor,Patricia,Parker,15,Granddaughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
207,Dove Harbor,Joan,Lynch,47,Head,Single,Female,"Designer, jewellery",Not Specified,Methodist,"(40, 50]"
208,Dove Harbor,Jane,Taylor,70,Head,Divorced,Female,Retired Tax adviser,Not Specified,Christian,"(60, 70]"
209,Dove Harbor,Connor,Lawson,84,Head,Widowed,Male,"Retired Runner, broadcasting/film/video",Not Specified,Christian,"(80, 90]"
210,Dove Harbor,Ryan,Smith,46,Head,Single,Male,Air traffic controller,Not Specified,Christian,"(40, 50]"
211,Dove Harbor,Luke,Gallagher,20,Head,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
212,Dove Harbor,Alexander,Atkinson,45,Head,Married,Male,"Solicitor, Scotland",Not Specified,Christian,"(40, 50]"
212,Dove Harbor,Irene,Atkinson,41,Wife,Married,Female,Architect,Not Specified,Not Specified,"(40, 50]"
213,Dove Harbor,Abdul,Young,58,Head,Single,Male,Sports coach,Not Specified,Christian,"(50, 60]"
214,Dove Harbor,Stacey,Thomson,53,Head,Divorced,Female,Unemployed,Not Specified,Muslim,"(50, 60]"
214,Dove Harbor,Cheryl,Thomson,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
215,Dove Harbor,Sylvia,Roberts,74,Head,Widowed,Female,"Retired Therapist, nutritional",Not Specified,Christian,"(70, 80]"
216,Dove Harbor,Rhys,Holland,76,Head,Widowed,Male,Retired Pension scheme manager,Not Specified,Not Specified,"(70, 80]"
217,Dove Harbor,Ellie,Atkins-Cox,68,Head,Married,Female,"Retired Designer, interior/spatial",Not Specified,Jewish,"(60, 70]"
217,Dove Harbor,Robin,Atkins-Cox,70,Husband,Married,Male,Retired Health and safety inspector,Not Specified,Jewish,"(60, 70]"
218,Dove Harbor,Kate,Wilkinson,23,Head,Single,Female,Sports development officer,Not Specified,Catholic,"(17, 30]"
219,Dove Harbor,Sara,Mitchell,67,Head,Married,Female,"Runner, broadcasting/film/video",Not Specified,Christian,"(60, 70]"
219,Dove Harbor,Thomas,Mitchell,70,Husband,Married,Male,"Retired Therapist, speech and language",Not Specified,Christian,"(60, 70]"
220,Dove Harbor,Jamie,Hanson,70,Head,Widowed,Male,"Retired Loss adjuster, chartered",Not Specified,Catholic,"(60, 70]"
221,Dove Harbor,Brenda,Edwards,70,Head,Widowed,Female,"Retired Accountant, chartered",Not Specified,Christian,"(60, 70]"
222,Dove Harbor,Clifford,Khan,55,Head,Single,Male,"Librarian, public",Not Specified,Not Specified,"(50, 60]"
223,Dove Harbor,Jayne,Watson,68,Head,Married,Female,Retired Systems analyst,Not Specified,Christian,"(60, 70]"
223,Dove Harbor,Samuel,Watson,66,Husband,Married,Male,Diplomatic Services operational officer,Not Specified,Christian,"(60, 70]"
224,Dove Harbor,Jason,White,47,Head,Single,Male,Learning disability nurse,Not Specified,Not Specified,"(40, 50]"
225,Dove Harbor,Antony,Clark,49,Head,Widowed,Male,Fast food restaurant manager,Not Specified,Catholic,"(40, 50]"
225,Dove Harbor,Julian,James-Clark,17,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
225,Dove Harbor,Sylvia,James-Clark,13,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
